finding_id	status	severity	category	unit	scope	summary	evidence	resolution	fix_commit	verification
PT-TRADE-SCREEN-HANDOFF-001	fixed	high	trade-handoff-state-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx	A cold Trade mount could ignore the incoming option contract or lose persisted contracts while later handoffs could fail to switch ticket asset mode	Initial contracts came only from persisted workspace state and handoff handling did not consistently carry the requested equity or option ticket mode	Merge a current validated contract handoff into persisted state without mutation and explicitly carry ticket asset mode through subsequent navigation		Cold-mount and position-handoff contracts passed within the final Unit37 matrix 61/61
PT-TRADE-SCREEN-POSITION-BOUNDARY-001	fixed	high	provider-position-and-close-review-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx	Trade position review used a generic position collection and could lose account, provider, option identity, or close-review intent	The screen queried by UI environment, read legacy average-price and asset fields, and did not bind direct-IBKR close review to the originating account and canonical position detail	Use the canonical account-position boundary only for the selected direct IBKR account, preserve provider option identity and average cost, and carry account-bound close-review intent through ticket handoff		Position and close-review contracts passed within the final Unit37 matrix 61/61
PT-TRADE-SCREEN-HIDDEN-WORK-001	fixed	medium	hidden-work-and-query-ownership	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx; artifacts/pyrus/src/screens/TradeScreen.optionChartLoading.test.mjs; artifacts/pyrus/src/screens/TradeScreen.tradeTickerSearch.test.mjs	Trade could preload closed search content, hydrate secondary runtimes before primary chart readiness, and show a disabled option-history query as loading	UI presence and query loading flags were not consistently tied to the active surface and prerequisite hydration	Lazy-load search only while open, gate secondary work on visible primary readiness, and treat disabled historical work as inactive rather than loading		Hidden-work and loading contracts passed within the final Unit37 matrix 61/61
PT-TRADE-SCREEN-FLOW-LIFECYCLE-001	fixed	high	request-cancellation-and-window-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx; artifacts/pyrus/src/screens/TradeScreen.tradeTickerSearch.test.mjs	Trade flow requests ignored React Query cancellation and reused a historical from/to window frozen at component mount	Query functions did not accept the supplied signal and a memoized wall-clock interval survived periodic refetches	Compose the query signal into both requests and derive the lookback window inside each historical query execution while keeping stable server-relevant query identity		Focused cancellation and rolling-window RED contracts passed; final Unit37 matrix passed 61/61
PT-TRADE-SCREEN-FLOW-FRESHNESS-001	fixed	high	stale-data-provenance	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx; artifacts/pyrus/src/features/trade/tradeFlowPanelState.js; artifacts/pyrus/src/screens/TradeScreen.tradeTickerSearch.test.mjs	Retained-only Trade flow could be republished, persisted, and displayed as live after current sources failed	Any nonempty merged event set selected live status even when every event came from retained state	Require at least one current successful source before live publication and render retained events through an explicit stale panel state		Focused stale-provenance RED and panel-state contracts passed; final Unit37 matrix passed 61/61
PT-TRADE-SCREEN-LAYOUT-001	fixed	medium	responsive-layout-and-touch-integrity	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx	Trade phone layouts rendered competing chart canvases, narrow third panels could occupy half rows, and chart navigation missed the shared touch floor	Desktop chart and grid assumptions crossed phone and tablet breakpoints without a presentation-only active-chart contract	Use one selected Spot or Contract canvas on phone, span narrow top and bottom panels, and retain touch-safe segmented chart navigation		Phone layout contracts passed within the final Unit37 matrix 61/61
PT-TRADE-SCREEN-DEAD-SURFACE-001	fixed	low	dead-code-and-unused-export	37-pyrus-screen-trading-data	artifacts/pyrus/src/screens/TradeScreen.jsx	Trade exposed constants and helpers as public named exports despite having no external callers	Repository-wide census found the recent and tracked limits, ticker normalizer and builders, initial ticker resolver, and named screen imported nowhere	Internalize zero-caller symbols while retaining the one handoff helper with a live regression caller		Repository caller census and final Unit37 matrix passed 61/61
PT-LIVE-STREAM-OPTION-QUOTE-MERGE-001	fixed	high	option-quote-freshness-authority	26-pyrus-platform-live-streams	artifacts/pyrus/src/features/platform/live-streams.ts; artifacts/pyrus/src/features/platform/live-streams.test.mjs	Truthful backend unavailable metadata could replace a newer client-live option quote with null values	The account-page merge treated any truthy option-quote metadata as authoritative even when the actual quote payload was absent and the cache held fresher live prices	Compare cached freshness to the real incoming quote payload and preserve the newer client-live quote across metadata-only refreshes		Focused RED became green and the final serialized Unit26 matrix passed 74/74; closing seal 424d8612920b53ebe2094308b0167295ebe30f8ea8f3094273ae3c24c319b3f6
PT-LIVE-STREAM-DAY-PNL-001	fixed	high	position-day-change-cache-integrity	26-pyrus-platform-live-streams	artifacts/pyrus/src/features/platform/live-streams.ts; artifacts/pyrus/src/features/platform/live-streams.test.mjs	Quote-less broker snapshots could erase valid cached prior-day Day P&L or multiply a combined fallback by constituent count	Raw snapshots supplied no price inputs from which to derive the metric while row and aggregate fallbacks were applied at incompatible levels	Retain cached row Day P&L only when incoming data cannot derive it and apply combined aggregate fallback once after grouping		Focused RED became green and the final serialized Unit26 matrix passed 74/74
PT-LIVE-STREAM-PROVIDER-AUTHORITY-001	fixed	high	provider-cache-scope-authority	26-pyrus-platform-live-streams	artifacts/pyrus/src/features/platform/live-streams.ts; artifacts/pyrus/src/features/platform/live-streams.test.mjs	Unscoped or account-scoped IBKR stream frames could overwrite provider-combined, sibling, or provider-backed legacy position and order caches	The always-on direct-IBKR writer matched mode but did not consistently require the requested account and provider scope to fall inside the frame's authority	Apply the existing IBKR provider-authority boundary to legacy and scoped cache keys and require named-account membership before replacement		Provider and account-scope regressions passed within the final serialized Unit26 matrix 74/74
PT-LIVE-STREAM-WS-BOUNDARY-001	fixed	high	websocket-payload-trust-boundary	26-pyrus-platform-live-streams	artifacts/pyrus/src/features/platform/live-streams.ts; artifacts/pyrus/src/features/platform/live-streams.test.mjs	Malformed option-quote frames could refresh the activity clock and then throw or synthesize invalid coverage identifiers	Syntax-only JSON acceptance allowed non-array quotes and object, string, or null coverage collections to reach array iteration and ID normalization	Validate every recognized frame before freshness mutation; require quote object arrays and optional string-only missing and stale coverage arrays		Quote-array and coverage-ID RED cases passed; final serialized Unit26 matrix passed 74/74
PT-LIVE-STREAM-COVERAGE-001	fixed	high	option-quote-coverage-provenance	26-pyrus-platform-live-streams	artifacts/pyrus/src/features/platform/live-streams.ts; artifacts/pyrus/src/features/platform/live-streams.test.mjs	Cached option contracts could remain labeled live after the provider explicitly reported them missing or stale	Ready, status, and heartbeat coverage metadata was not applied to the per-contract cache until a new quote arrived	Mark named cached contracts stale with an attributed missing or stale reason and clear the degradation only when a fresh quote recovers the contract		Coverage degradation and recovery contract passed within the final serialized Unit26 matrix 74/74
PT-LIVE-STREAM-EMPTY-SNAPSHOT-001	awaiting_semantic	high	provider-empty-snapshot-authority	26-pyrus-platform-live-streams	artifacts/pyrus/src/features/platform/live-streams.ts	A syntactically valid zero-position IBKR frame can either be an authoritative flat account or a transiently incomplete provider snapshot	The client receives the same empty positions shape for both cases and has no completeness, generation, or provider-run evidence that distinguishes them	Define and transmit an authoritative snapshot-complete or generation contract before choosing whether empty frames evict or preserve prior IBKR positions		Current provider and cache paths were traced; cross-provider scope corruption is fixed, but zero-position authority was not guessed
